sample	values_str
1	[905.3942170648743, 947.0207995487917, 988.6473820327091, 1030.2739645166264, 1071.9005470005438, 1113.5271294844613, 1149.452249059781, 1185.3773686351008, 1221.3024882104205, 1257.2276077857402, 1293.15272736106, 1315.2466331392084, 1337.3405389173568, 1359.4344446955051, 1381.5283504736535, 1403.622256251802, 1398.28973207246, 1392.9572078931183, 1387.6246837137767, 1382.2921595344349, 1376.959635355093, 1353.4269713253748, 1329.8943072956565, 1306.361643265938, 1282.8289792362198, 1259.2963152065015, 1224.9342190151053, 1190.5721228237092, 1156.2100266323132, 1121.847930440917, 1087.4858342495208, 1048.1269712238302, 1008.7681081981395, 969.4092451724489, 930.0503821467584, 890.6915191210677, 854.8960738378703, 819.1006285546729, 783.3051832714755, 747.5097379882782, 711.7142927050808, 685.1875493193755, 658.6608059336703, 632.1340625479651, 605.6073191622598, 579.0805757765546, 564.1454448522283, 549.210313927902, 534.2751830035756, 519.3400520792494, 504.40492115492304, 497.48776267151646, 490.5706041881099, 483.65344570470336, 476.7362872212968, 469.8191287378902, 486.53947393744033, 503.25981913699053, 519.9801643365407, 536.7005095360909, 553.420854735641, 577.8177618428241, 602.2146689500073, 626.6115760571904, 651.0084831643736, 675.4053902715567, 716.8313499553784, 758.2573096392001, 799.6832693230217, 841.1092290068434, 882.5351886906651, 936.6899405696382, 990.8446924486113, 1044.9994443275843, 1099.1541962065576, 1153.3089480855306, 1217.1556957442908, 1281.0024434030508, 1344.849191061811, 1408.6959387205711, 1472.5426863793314, 1552.0809041882785, 1631.6191219972254, 1711.1573398061726, 1790.6955576151195, 1870.2337754240666, 1948.5571593016873, 2026.880543179308, 2105.2039270569285, 2183.5273109345494, 2261.85069481217, 2340.1102342237355, 2418.369773635301, 2496.629313046866, 2574.8888524584318, 2653.1483918699973, 2724.313404470239, 2795.478417070481, 2866.643429670723, 2937.808442270965, 3008.9734548712067, 3069.516780019156, 3130.0601051671056, 3190.6034303150554, 3251.146755463005, 3311.6900806109543, 3370.0227524959164, 3428.3554243808785, 3486.6880962658406, 3545.0207681508027, 3603.353440035765, 3639.3422833503287, 3675.3311266648925, 3711.3199699794563, 3747.30881329402, 3783.297656608584, 3814.822381668249, 3846.3471067279133, 3877.8718317875782, 3909.3965568472427, 3940.9212819069076, 3969.2561174370135, 3997.590952967119, 4025.925788497225, 4054.2606240273303, 4082.5954595574362, 4106.885056795682, 4131.174654033929, 4155.464251272176, 4179.753848510422, 4204.043445748669, 4226.058541140229, 4248.07363653179, 4270.08873192335, 4292.103827314911, 4314.118922706471, 4335.614018760321, 4357.109114814172, 4378.604210868024, 4400.099306921875, 4421.594402975726, 4436.4814952977495, 4451.368587619773, 4466.255679941796, 4481.14277226382, 4496.029864585844, 4510.443064092275, 4524.856263598705, 4539.269463105135, 4553.682662611565, 4568.095862117996, 4580.007614888059, 4591.919367658122, 4603.831120428185, 4615.742873198248, 4627.654625968311, 4640.728647830679, 4653.8026696930465, 4666.876691555415, 4679.950713417783, 4693.024735280151, 4694.324048145994, 4695.623361011838, 4696.922673877682, 4698.221986743526, 4699.52129960937, 4698.264212737663, 4697.007125865956, 4695.750038994251, 4694.492952122544, 4693.235865250837, 4692.0712091031255, 4690.906552955413, 4689.741896807701, 4688.577240659988, 4687.412584512276, 4684.67847734564, 4681.944370179004, 4679.210263012369, 4676.476155845733, 4673.742048679097, 4661.433474487217, 4649.124900295336, 4636.816326103455, 4624.507751911575, 4612.1991777196945, 4600.548138790793, 4588.897099861892, 4577.24606093299, 4565.595022004089, 4553.943983075187, 4538.56690346804, 4523.189823860894, 4507.812744253746, 4492.435664646599, 4477.058585039453, 4458.016010963182, 4438.973436886911, 4419.930862810641, 4400.88828873437, 4381.8457146580995, 4359.081284665123, 4336.316854672147, 4313.552424679171, 4290.787994686195, 4268.023564693219, 4247.784885296879, 4227.54620590054, 4207.307526504201, 4187.068847107862, 4166.830167711522, 4145.00862510879, 4123.187082506056, 4101.365539903323, 4079.54399730059, 4057.722454697857, 4043.4180000050515, 4029.113545312246, 4014.809090619441, 4000.5046359266357, 3986.2001812338303, 3963.727215606187, 3941.254249978544, 3918.781284350901, 3896.308318723258, 3873.8353530956147, 3852.9815681265663, 3832.1277831575185, 3811.27399818847, 3790.4202132194223, 3769.566428250374, 3750.6717071113276, 3731.7769859722807, 3712.8822648332343, 3693.9875436941875, 3675.092822555141, 3662.1809031103826, 3649.2689836656236, 3636.357064220865, 3623.445144776106, 3610.5332253313477, 3599.7974816266624, 3589.061737921977, 3578.3259942172917, 3567.5902505126064, 3556.854506807921, 3548.3619580553473, 3539.8694093027734, 3531.376860550199, 3522.8843117976253, 3514.3917630450514, 3506.216787806789, 3498.0418125685264, 3489.8668373302635, 3481.691862092001, 3473.5168868537385, 3467.895433696367, 3462.2739805389956, 3456.6525273816246, 3451.031074224253, 3445.4096210668818, 3436.9743996029833, 3428.539178139085, 3420.1039566751865, 3411.668735211288, 3403.2335137473897, 3391.145628528087, 3379.057743308784, 3366.969858089481, 3354.8819728701783, 3342.7940876508756, 3325.840539435191, 3308.886991219507, 3291.933443003822, 3274.9798947881377, 3258.0263465724533, 3236.7705327589442, 3215.514718945435, 3194.258905131926, 3173.003091318417, 3151.7472775049077, 3128.6136531057955, 3105.4800287066832, 3082.3464043075705, 3059.2127799084583, 3036.079155509346, 3021.8432544292464, 3007.6073533491463, 2993.3714522690466, 2979.1355511889465, 2964.899650108847, 2949.6167298680352, 2934.3338096272237, 2919.0508893864117, 2903.7679691456, 2888.4850489047885, 2881.5032564216835, 2874.5214639385786, 2867.5396714554736, 2860.5578789723686, 2853.5760864892636, 2853.032506102604, 2852.488925715945, 2851.945345329286, 2851.4017649426264, 2850.858184555967, 2852.2340362759915, 2853.609887996016, 2854.9857397160404, 2856.361591436065, 2857.7374431560893, 2855.7049592408043, 2853.67247532552, 2851.639991410235, 2849.6075074949504, 2847.5750235796654, 2844.6515580371133, 2841.7280924945608, 2838.8046269520087, 2835.881161409456, 2832.957695866904, 2826.7799912941355, 2820.6022867213665, 2814.424582148598, 2808.246877575829, 2802.0691730030603, 2793.2943178803584, 2784.5194627576566, 2775.7446076349543, 2766.9697525122524, 2758.1948973895505, 2747.8299702460718, 2737.465043102593, 2727.1001159591146, 2716.735188815636, 2706.370261672157, 2688.929122951847, 2671.4879842315368, 2654.046845511227, 2636.6057067909164, 2619.1645680706065, 2592.642032893338, 2566.11949771607, 2539.596962538801, 2513.074427361533, 2486.5518921842645, 2460.494701064606, 2434.4375099449476, 2408.3803188252896, 2382.323127705631, 2356.2659365859727, 2332.8451544499835, 2309.4243723139944, 2286.0035901780047, 2262.5828080420156, 2239.1620259060264, 2221.086770369057, 2203.011514832087, 2184.9362592951175, 2166.8610037581475, 2148.785748221178, 2134.0808227944112, 2119.3758973676445, 2104.6709719408777, 2089.966046514111, 2075.2611210873442, 2060.9266567759446, 2046.5921924645447, 2032.257728153145, 2017.9232638417452, 2003.5887995303456, 1989.539921084246, 1975.4910426381466, 1961.4421641920474, 1947.3932857459479, 1933.3444072998484, 1919.9556612574622, 1906.566915215076, 1893.1781691726899, 1879.7894231303037, 1866.4006770879175, 1856.0951793299066, 1845.789681571896, 1835.484183813885, 1825.1786860558743, 1814.8731882978634, 1809.6341085545082, 1804.395028811153, 1799.1559490677978, 1793.9168693244426, 1788.6777895810874, 1785.2486221004453, 1781.8194546198033, 1778.3902871391615, 1774.9611196585195, 1771.5319521778774, 1769.1173101966158, 1766.702668215354, 1764.2880262340923, 1761.8733842528304, 1759.4587422715688]
1	[923.9917271706072, 964.0388489290704, 1004.0859706875335, 1044.1330924459967, 1084.1802142044598, 1124.227335962923, 1157.632586054606, 1191.0378361462892, 1224.4430862379722, 1257.8483363296555, 1291.2535864213385, 1314.802069413617, 1338.350552405895, 1361.8990353981735, 1385.4475183904517, 1408.9960013827301, 1402.440364428391, 1395.8847274740517, 1389.3290905197127, 1382.7734535653735, 1376.2178166110343, 1353.8861765630322, 1331.5545365150303, 1309.2228964670282, 1286.8912564190264, 1264.5596163710243, 1233.5458016862142, 1202.5319870014039, 1171.5181723165938, 1140.5043576317835, 1109.4905429469734, 1071.9617441745293, 1034.4329454020851, 996.9041466296411, 959.3753478571971, 921.846549084753, 889.1931439087081, 856.5397387326632, 823.8863335566182, 791.2329283805733, 758.5795232045284, 732.0075335535251, 705.4355439025219, 678.8635542515185, 652.2915646005152, 625.719574949512, 610.2872515118295, 594.8549280741469, 579.4226046364644, 563.9902811987818, 548.5579577610993, 537.685489934419, 526.8130221077388, 515.9405542810586, 505.0680864543784, 494.19561862769814, 505.289815333212, 516.3840120387259, 527.4782087442399, 538.5724054497537, 549.6666021552676, 569.1282212879192, 588.5898404205709, 608.0514595532226, 627.5130786858742, 646.9746978185259, 684.9265772821246, 722.8784567457234, 760.8303362093221, 798.7822156729209, 836.7340951365196, 886.5819728310286, 936.4298505255375, 986.2777282200466, 1036.1256059145555, 1085.9734836090645, 1147.9235618441573, 1209.87364007925, 1271.8237183143428, 1333.7737965494355, 1395.7238747845283, 1476.528955009845, 1557.3340352351615, 1638.1391154604783, 1718.944195685795, 1799.7492759111115, 1878.1397391812595, 1956.5302024514076, 2034.9206657215555, 2113.3111289917038, 2191.7015922618516, 2272.276394662118, 2352.8511970623845, 2433.4259994626514, 2514.000801862918, 2594.5756042631842, 2667.5481642696927, 2740.5207242762012, 2813.49328428271, 2886.4658442892187, 2959.438404295727, 3021.75106967203, 3084.0637350483335, 3146.3764004246364, 3208.6890658009397, 3271.0017311772426, 3328.5399539583973, 3386.0781767395515, 3443.616399520706, 3501.1546223018604, 3558.692845083015, 3596.6532148790407, 3634.613584675066, 3672.5739544710914, 3710.5343242671165, 3748.494694063142, 3782.484146845694, 3816.473599628245, 3850.463052410797, 3884.4525051933483, 3918.4419579759, 3945.800907937886, 3973.1598578998723, 4000.5188078618585, 4027.8777578238446, 4055.2367077858307, 4081.0283912855957, 4106.820074785361, 4132.611758285127, 4158.403441784892, 4184.195125284657, 4204.5527028462875, 4224.910280407919, 4245.26785796955, 4265.625435531182, 4285.983013092813, 4306.934439391876, 4327.885865690941, 4348.837291990004, 4369.788718289068, 4390.740144588131, 4405.122677846509, 4419.505211104885, 4433.887744363263, 4448.270277621639, 4462.652810880017, 4476.804489172463, 4490.956167464909, 4505.107845757356, 4519.259524049802, 4533.4112023422485, 4543.879150053403, 4554.3470977645575, 4564.8150454757115, 4575.282993186866, 4585.75094089802, 4601.629714034558, 4617.508487171096, 4633.387260307633, 4649.266033444172, 4665.144806580709, 4668.030433128763, 4670.916059676817, 4673.801686224871, 4676.687312772925, 4679.5729393209795, 4680.795468361971, 4682.0179974029625, 4683.240526443953, 4684.463055484945, 4685.685584525936, 4682.643265631461, 4679.600946736986, 4676.55862784251, 4673.516308948035, 4670.47399005356, 4669.423414885566, 4668.372839717572, 4667.322264549579, 4666.271689381585, 4665.221114213591, 4658.764266202055, 4652.3074181905195, 4645.850570178983, 4639.393722167447, 4632.936874155911, 4618.73710912565, 4604.537344095388, 4590.337579065127, 4576.137814034865, 4561.938049004604, 4546.833210454779, 4531.728371904953, 4516.623533355128, 4501.5186948053015, 4486.413856255476, 4465.490044242998, 4444.56623223052, 4423.6424202180415, 4402.718608205563, 4381.794796193085, 4358.614764238988, 4335.434732284892, 4312.254700330795, 4289.074668376698, 4265.894636422601, 4244.610004991849, 4223.325373561095, 4202.040742130343, 4180.756110699589, 4159.471479268836, 4141.567320921124, 4123.66316257341, 4105.759004225696, 4087.8548458779833, 4069.95068753027, 4053.4773201789862, 4037.0039528277025, 4020.530585476419, 4004.0572181251355, 3987.5838507738517, 3962.077449502996, 3936.57104823214, 3911.0646469612843, 3885.5582456904285, 3860.0518444195727, 3837.0515059625013, 3814.05116750543, 3791.050829048358, 3768.0504905912867, 3745.0501521342153, 3724.645797855475, 3704.2414435767346, 3683.8370892979938, 3663.4327350192534, 3643.028380740513, 3626.7313408601967, 3610.434300979881, 3594.1372610995645, 3577.8402212192486, 3561.5431813389323, 3549.0759957260825, 3536.6088101132327, 3524.1416245003834, 3511.6744388875336, 3499.207253274684, 3492.6018338406734, 3485.996414406663, 3479.390994972652, 3472.7855755386418, 3466.1801561046314, 3464.7139077425563, 3463.2476593804813, 3461.7814110184067, 3460.3151626563317, 3458.8489142942567, 3459.7076008203285, 3460.5662873464007, 3461.4249738724725, 3462.2836603985447, 3463.1423469246165, 3462.8686231429683, 3462.5948993613206, 3462.3211755796724, 3462.0474517980247, 3461.7737280163765, 3451.5033747977873, 3441.233021579198, 3430.9626683606084, 3420.692315142019, 3410.42196192343, 3390.4630552753724, 3370.504148627315, 3350.545241979257, 3330.5863353311993, 3310.6274286831417, 3284.1291008711887, 3257.6307730592353, 3231.1324452472822, 3204.634117435329, 3178.135789623376, 3149.5369029667427, 3120.9380163101096, 3092.3391296534764, 3063.7402429968433, 3035.14135634021, 3010.423837138541, 2985.706317936872, 2960.9887987352026, 2936.2712795335337, 2911.5537603318644, 2890.473746379849, 2869.3937324278336, 2848.3137184758184, 2827.2337045238028, 2806.1536905717876, 2796.3423155304135, 2786.53094048904, 2776.719565447666, 2766.9081904062923, 2757.0968153649183, 2757.0084623118496, 2756.9201092587814, 2756.8317562057127, 2756.7434031526445, 2756.655050099576, 2764.1216157887648, 2771.588181477954, 2779.054747167143, 2786.5213128563323, 2793.987878545521, 2799.0612768572105, 2804.1346751688993, 2809.2080734805886, 2814.2814717922774, 2819.3548701039667, 2818.4104719551583, 2817.4660738063503, 2816.521675657542, 2815.577277508734, 2814.6328793599255, 2810.1583141214087, 2805.683748882892, 2801.209183644375, 2796.7346184058583, 2792.2600531673415, 2785.7956174729566, 2779.331181778572, 2772.866746084187, 2766.4023103898026, 2759.9378746954176, 2752.6123761421104, 2745.286877588803, 2737.9613790354956, 2730.635880482188, 2723.310381928881, 2706.741651446042, 2690.172920963203, 2673.6041904803647, 2657.035459997526, 2640.466729514687, 2608.1475234008913, 2575.8283172870956, 2543.5091111732995, 2511.189905059504, 2478.870698945708, 2444.8791172948177, 2410.887535643927, 2376.8959539930365, 2342.904372342146, 2308.9127906912554, 2279.978511719281, 2251.044232747307, 2222.1099537753325, 2193.1756748033586, 2164.241395831384, 2143.7428073320716, 2123.244218832759, 2102.745630333446, 2082.2470418341336, 2061.748453334821, 2046.7580724590182, 2031.7676915832153, 2016.7773107074124, 2001.7869298316095, 1986.7965489558067, 1974.8338835043076, 1962.8712180528084, 1950.9085526013093, 1938.9458871498102, 1926.9832216983111, 1916.417005675844, 1905.850789653377, 1895.2845736309098, 1884.7183576084428, 1874.1521415859756, 1865.4285066639488, 1856.704871741922, 1847.9812368198955, 1839.2576018978687, 1830.5339669758418, 1826.4464203144462, 1822.3588736530503, 1818.2713269916546, 1814.1837803302587, 1810.096233668863, 1808.223985522618, 1806.3517373763727, 1804.4794892301277, 1802.6072410838824, 1800.7349929376373, 1798.9398778625684, 1797.1447627874993, 1795.3496477124304, 1793.5545326373613, 1791.7594175622924, 1789.3479427750715, 1786.9364679878504, 1784.5249932006295, 1782.1135184134084, 1779.7020436261876]
1	[942.329939056965, 981.5763289895478, 1020.8227189221305, 1060.0691088547132, 1099.315498787296, 1138.5618887198789, 1173.4653443823202, 1208.3688000447614, 1243.2722557072025, 1278.1757113696438, 1313.079167032085, 1326.5819311414082, 1340.0846952507313, 1353.5874593600543, 1367.0902234693774, 1380.5929875787006, 1375.3518570206456, 1370.1107264625905, 1364.8695959045356, 1359.6284653464804, 1354.3873347884255, 1332.936207775236, 1311.4850807620467, 1290.0339537488571, 1268.5828267356678, 1247.1316997224783, 1214.4992052316454, 1181.8667107408128, 1149.23421624998, 1116.6017217591473, 1083.9692272683144, 1046.1965917315756, 1008.4239561948369, 970.6513206580981, 932.8786851213595, 895.1060495846207, 860.8348846454185, 826.5637197062163, 792.292554767014, 758.0213898278118, 723.7502248886096, 698.0447478932928, 672.3392708979759, 646.6337939026591, 620.9283169073423, 595.2228399120254, 579.8472585660293, 564.4716772200331, 549.0960958740369, 533.7205145280408, 518.3449331820447, 513.097432577435, 507.84993197282535, 502.6024313682157, 497.35493076360603, 492.1074301589964, 502.6762250367191, 513.2450199144417, 523.8138147921643, 534.382609669887, 544.9514045476096, 569.556756198756, 594.1621078499024, 618.7674595010488, 643.3728111521953, 667.9781628033417, 707.3655942520412, 746.7530257007407, 786.1404571494403, 825.5278885981398, 864.9153200468394, 915.766838127031, 966.6183562072224, 1017.469874287414, 1068.3213923676055, 1119.172910447797, 1180.1920716785035, 1241.21123290921, 1302.2303941399164, 1363.249555370623, 1424.2687166013295, 1501.5945360303172, 1578.9203554593048, 1656.2461748882924, 1733.5719943172803, 1810.897813746268, 1887.7631952489896, 1964.6285767517115, 2041.4939582544332, 2118.359339757155, 2195.224721259877, 2271.9150094503198, 2348.6052976407627, 2425.2955858312057, 2501.9858740216487, 2578.6761622120916, 2649.7434181776257, 2720.81067414316, 2791.8779301086943, 2862.945186074229, 2934.012442039763, 2996.369619904541, 3058.726797769319, 3121.0839756340974, 3183.4411534988753, 3245.7983313636537, 3304.4359738496864, 3363.0736163357196, 3421.7112588217524, 3480.3489013077856, 3538.9865437938183, 3577.6450567345782, 3616.303569675338, 3654.9620826160976, 3693.6205955568576, 3732.2791084976175, 3767.015068019265, 3801.7510275409127, 3836.4869870625603, 3871.222946584208, 3905.9589061058555, 3935.7262425214835, 3965.493578937111, 3995.260915352739, 4025.0282517683668, 4054.795588183995, 4080.674549669414, 4106.553511154832, 4132.432472640252, 4158.311434125671, 4184.19039561109, 4206.640373295337, 4229.090350979584, 4251.540328663831, 4273.990306348079, 4296.4402840323255, 4316.989970740577, 4337.539657448828, 4358.089344157078, 4378.639030865329, 4399.18871757358, 4414.807133795525, 4430.42555001747, 4446.0439662394165, 4461.662382461362, 4477.280798683307, 4491.60359259279, 4505.926386502273, 4520.249180411755, 4534.5719743212385, 4548.894768230722, 4559.696128941049, 4570.497489651378, 4581.298850361705, 4592.100211072034, 4602.901571782361, 4616.453680630561, 4630.0057894787615, 4643.5578983269625, 4657.1100071751625, 4670.662116023363, 4671.537686916757, 4672.413257810151, 4673.288828703546, 4674.16439959694, 4675.039970490334, 4674.326742120006, 4673.6135137496785, 4672.90028537935, 4672.187057009022, 4671.473828638695, 4668.15655401615, 4664.839279393606, 4661.522004771062, 4658.204730148518, 4654.887455525974, 4651.308348928644, 4647.729242331314, 4644.150135733985, 4640.571029136655, 4636.991922539325, 4627.242804085673, 4617.49368563202, 4607.744567178368, 4597.995448724715, 4588.246330271063, 4578.256785006693, 4568.267239742321, 4558.277694477951, 4548.288149213579, 4538.298603949209, 4522.269259328319, 4506.239914707429, 4490.2105700865395, 4474.18122546565, 4458.15188084476, 4436.954531135906, 4415.757181427051, 4394.5598317181975, 4373.362482009343, 4352.165132300489, 4328.866689671875, 4305.568247043261, 4282.269804414646, 4258.9713617860325, 4235.672919157419, 4214.282292974999, 4192.891666792579, 4171.501040610159, 4150.110414427739, 4128.719788245319, 4108.227799662262, 4087.7358110792056, 4067.243822496149, 4046.751833913092, 4026.259845330035, 4010.3320731343865, 3994.4043009387383, 3978.4765287430896, 3962.5487565474414, 3946.6209843517927, 3928.461053764952, 3910.3011231781106, 3892.14119259127, 3873.9812620044286, 3855.8213314175878, 3836.819874358978, 3817.818417300368, 3798.8169602417584, 3779.8155031831484, 3760.8140461245384, 3740.6313714820976, 3720.448696839657, 3700.2660221972155, 3680.0833475547747, 3659.900672912334, 3641.0274798574933, 3622.154286802652, 3603.2810937478116, 3584.4079006929705, 3565.53470763813, 3547.246914956656, 3528.959122275182, 3510.671329593708, 3492.383536912234, 3474.09574423076, 3460.2676007901273, 3446.4394573494947, 3432.611313908862, 3418.7831704682294, 3404.9550270275968, 3395.6196246960576, 3386.284222364518, 3376.948820032979, 3367.613417701439, 3358.2780153699, 3357.787122654499, 3357.296229939098, 3356.805337223697, 3356.3144445082958, 3355.8235517928947, 3354.711360536802, 3353.5991692807097, 3352.4869780246167, 3351.3747867685242, 3350.2625955124317, 3348.3836357555806, 3346.5046759987295, 3344.6257162418783, 3342.746756485027, 3340.867796728176, 3333.807340615897, 3326.7468845036183, 3319.686428391339, 3312.6259722790605, 3305.5655161667814, 3289.535797725016, 3273.506079283251, 3257.4763608414855, 3241.4466423997205, 3225.416923957955, 3204.0554807557555, 3182.694037553556, 3161.332594351357, 3139.9711511491573, 3118.6097079469578, 3100.0983218583115, 3081.5869357696656, 3063.0755496810193, 3044.5641635923735, 3026.052777503727, 3004.020300884202, 2981.987824264676, 2959.9553476451506, 2937.9228710256248, 2915.8903944060994, 2899.708129907917, 2883.5258654097343, 2867.343600911552, 2851.1613364133696, 2834.979071915187, 2824.4202827204463, 2813.861493525706, 2803.3027043309653, 2792.743915136225, 2782.1851259414843, 2776.589787411165, 2770.994448880846, 2765.399110350527, 2759.8037718202077, 2754.2084332898885, 2752.3156027635096, 2750.42277223713, 2748.5299417107512, 2746.637111184372, 2744.744280657993, 2741.619982628107, 2738.495684598221, 2735.3713865683353, 2732.247088538449, 2729.1227905085634, 2722.9373332061914, 2716.751875903819, 2710.566418601447, 2704.3809612990744, 2698.1955039967024, 2691.6216099625694, 2685.0477159284364, 2678.473821894304, 2671.899927860171, 2665.326033826038, 2660.2187163928747, 2655.1113989597116, 2650.0040815265484, 2644.896764093385, 2639.789446660222, 2630.7487780412143, 2621.708109422207, 2612.6674408031995, 2603.6267721841923, 2594.5861035651847, 2569.511756593054, 2544.4374096209235, 2519.3630626487925, 2494.288715676662, 2469.2143687045314, 2439.4290328785737, 2409.6436970526156, 2379.858361226658, 2350.0730254007, 2320.287689574742, 2291.3539543053585, 2262.4202190359742, 2233.4864837665905, 2204.5527484972063, 2175.6190132278225, 2151.3311501509775, 2127.043287074132, 2102.755423997287, 2078.4675609204414, 2054.1796978435964, 2037.0702948256612, 2019.960891807726, 2002.851488789791, 1985.7420857718557, 1968.6326827539206, 1956.0317554137325, 1943.4308280735445, 1930.8299007333567, 1918.2289733931686, 1905.6280460529806, 1894.7989991837062, 1883.9699523144316, 1873.1409054451572, 1862.3118585758825, 1851.4828117066081, 1842.3859614715143, 1833.2891112364207, 1824.1922610013269, 1815.0954107662333, 1805.9985605311394, 1800.478343767881, 1794.9581270046226, 1789.437910241364, 1783.9176934781058, 1778.3974767148472, 1777.4479518486621, 1776.4984269824772, 1775.548902116292, 1774.5993772501072, 1773.649852383922, 1775.147482945318, 1776.645113506714, 1778.14274406811, 1779.6403746295061, 1781.138005190902, 1782.773032938867, 1784.4080606868317, 1786.0430884347963, 1787.6781161827612, 1789.313143930726]
